,Comp,A1,A2,yA2,TotEng,DHmix,DHmix_in_meV
1694,Ma6Ea2-Pb8I24,Ma,Ea,0.29261539744791876,-55.1309791275,2.217986286432872,2217.986286432872
1695,Ma6Ea2-Pb8I24,Ma,Ea,0.29261539744791876,-55.1308752725,2.218090141432871,2218.090141432871
1696,Ma0Ea8-Pb8I24,Ma,Ea,0.9632510149540373,-67.5347432225,-0.4067496250144842,-406.7496250144842
1697,Ma8Ea0-Pb8I24,Ma,Ea,0.019334519550376017,-50.99944736125,2.364609799637841,2364.609799637841
1698,Ma8Ea0-Pb8I24,Ma,Ea,0.019334519550376017,-51.00282751625,2.361229644637839,2361.229644637839
1699,Ma8Ea0-Pb8I24,Ma,Ea,0.019334519550376017,-51.00550871125,2.358548449637838,2358.548449637838
1700,Ma0Ea8-Pb8I24,Ma,Ea,0.9829555727355737,-67.55725364125,-0.14193348242460502,-141.93348242460502
1701,Ma0Ea8-Pb8I24,Ma,Ea,0.9806887003905735,-67.5728466525,-0.1905814164547337,-190.5814164547337
1702,Ma7Ea1-Pb8I24,Ma,Ea,0.12041124897979683,-53.06037038125,1.7775604600535857,1777.5604600535858
1703,Ma3Ea5-Pb8I24,Ma,Ea,0.6209787518484922,-61.33265756375,0.8044139592351485,804.4139592351485
1704,Ma3Ea5-Pb8I24,Ma,Ea,0.6209787518484922,-61.3802011025,0.7568704204851429,756.8704204851429
1705,Ma3Ea5-Pb8I24,Ma,Ea,0.6209787518484922,-61.2958539675,0.8412175554851444,841.2175554851444
1706,Ma3Ea5-Pb8I24,Ma,Ea,0.6209787518484922,-61.3527513875,0.7843201354851459,784.3201354851459
1707,Ma2Ea6-Pb8I24,Ma,Ea,0.709552578498352,-63.38684436,0.041786878162639596,41.786878162639596
1708,Ma2Ea6-Pb8I24,Ma,Ea,0.714915994692025,-63.39004042875,0.11679870167026962,116.79870167026962
1709,Ma2Ea6-Pb8I24,Ma,Ea,0.709552578498352,-63.41500813375,0.013623104412637588,13.623104412637588
1710,Ma2Ea6-Pb8I24,Ma,Ea,0.714915994692025,-63.4369633675,0.06987576292026887,69.87576292026887
1711,Ma2Ea6-Pb8I24,Ma,Ea,0.714915994692025,-63.4212564875,0.08558264292026507,85.58264292026507
1712,Ma8Ea0-Pb8I24,Ma,Ea,0.003653824384837412,-50.99590399625,2.1395014856057477,2139.501485605748
1713,Ma3Ea5-Pb8I24,Ma,Ea,0.6747591954367265,-61.32120134625,1.6000821390061546,1600.0821390061546
1714,Ma3Ea5-Pb8I24,Ma,Ea,0.6747591954367265,-61.35482368875,1.5664597965061517,1566.4597965061516
1715,Ma3Ea5-Pb8I24,Ma,Ea,0.6747591954367265,-61.36762733125,1.5536561540061555,1553.6561540061555
1716,Ma3Ea5-Pb8I24,Ma,Ea,0.6747591954367265,-61.36215377375,1.5591297115061522,1559.1297115061523
