,Comp,SuperCell,A1,A2,numA1,numA2,numAllCat,yA2,TotEng,Converged,lambda,sigma,tilt
675,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.13071680413069608,-53.07088217375,True,1.0000075081841748,0.022443127566281095,2.84591215417198e-07
676,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.2146478758551218,-55.14476675875,True,1.0000829932031887,0.2656522460878999,4.0655887916742565e-08
677,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.2146478758551218,-55.12220450625,True,1.000087073831269,0.28687167622650384,4.0247275657524445e-07
678,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.900469729267291,-65.5197507825,True,1.0001487135475824,0.46622799991676583,0.0
679,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8093461654571776,-63.424789445,True,1.00016006735202,0.5550873225391251,9.486373847239932e-08
680,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9062320857563676,-65.45665968375,True,1.0000388805719986,0.12959163989245756,2.84591215417198e-07
681,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.635583395217092,-61.345377335,True,1.0000583797178506,,4.242611790571867
682,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9062320857563676,-65.47237504125,True,1.0000743179600313,0.20551383473296275,2.84591215417198e-07
683,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9062320857563676,-65.5258537675,True,1.000642079720806,2.2479772888514957,2.84591215417198e-07
684,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.4170333925268762,-57.1942956975,True,1.000058843791038,0.1885766616158415,3.014314355826332e-07
685,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.26954721680116633,-55.13074175,True,1.0000347148142896,0.1229961198366482,0.0
686,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.3539256161766081,-57.178221225,True,1.0000812655148237,0.2536019028687131,5.215224393693773e-07
687,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.633029084775185,-61.3141889675,True,1.000311821680718,93.0927932423227,1.8434167260895238
688,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.4321243100847614,-57.25850506,True,1.0005515803788971,,7.3388615394457215
689,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.633029084775185,-61.360303325,True,1.0001229989080942,0.40814815039326174,4.0247275657524445e-07
690,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.12501768778086697,-53.05757986375,True,1.0000016776577159,0.006011213205376224,4.7031302251158565e-07
691,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7893696019930784,-63.47281026,True,1.0002960470657263,,2.098894389745434
692,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.5546489921694173,-59.24717065,True,1.0000363012305264,0.12870881006500792,4.6708253365747423e-07
693,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7893696019930784,-63.41302021625,True,1.0001582332904704,,4.226178390176037
694,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.4713482897482447,-59.32001689625,True,1.0004529539806852,1.6194620236091453,0.0
695,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.02553942577608037,-50.99289585125,True,1.0000016559209994,,1.8727775448116348
696,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.02553942577608037,-50.992247465,True,1.000004326611795,0.015166185295475138,8.588299649905531e-08
697,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6773121798263255,-61.3506687425,True,1.0001174563135082,0.2807255874848144,0.0
698,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8416159984617396,-65.4977374625,True,1.0000504699071806,0.17287232895115306,1.42295607708599e-07
699,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8416159984617396,-65.46595156,True,1.0000492481911722,0.07516756762032292,4.4769960053280527e-07
700,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.25314180384914164,-55.1384372075,True,1.0000049584072115,,2.138171797795994
701,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.24335193291891621,-55.12706366875,True,1.0000792175608226,0.252552307939091,1.42295607708599e-07
702,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9243767671732924,-65.47735812875,True,1.0000213958525648,0.054351741036511345,7.11478038542995e-08
703,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.5143491765007165,-59.2632553775,True,1.0001177204795997,,2.12022126071071
704,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8891157389026066,-65.49377991375,True,1.0004215118929853,1.415749331297775,4.2831666740813636e-07
705,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.888694108818827,-65.4852526225,True,1.0000095502098194,0.0326430418358907,0.0
706,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.538664160646599,-59.28881615875,True,1.000150225142037,0.524240401072567,2.84591215417198e-07
707,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.538664160646599,-59.2332718175,True,1.000161898268001,0.5486493128765565,4.0247275657524445e-07
708,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.32297037734054856,-57.20789062375,True,1.0003216658777436,,5.504500842355416
709,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.888694108818827,-65.5055533725,True,1.000028553633916,0.06510546425496445,4.929264444903661e-07
710,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.00516383290678446,-51.0064139875,True,1.0000048225418956,147.28925593024354,2.9944457998038003
711,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.00516383290678446,-51.0026951175,True,1.0000052584573487,0.016733504410345875,0.0
712,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.00516383290678446,-50.99382129,True,1.0000018388148453,0.003121747284678035,5.501184342483885e-07
713,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8525318953081308,-65.45347637625,True,1.0000831022993364,,4.249268805717317
714,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.43893053015939787,-59.23591026625,True,1.0000051597798123,,2.1361959837575086
715,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.03784636200666691,-50.9954175425,True,1.0000024489915909,0.007162347038543678,4.4769960053280527e-07
716,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.3701652734147046,-57.22108118125,True,1.0000807974927306,0.23939784681565582,0.0
717,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.3701652734147046,-57.207085335,True,1.000356545621691,1.2308539528578692,4.0247275657524445e-07
718,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9740793572705849,-67.57657073125,True,1.000426798676945,,2.6075826032581686
719,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.5639618242934953,-61.41578669,True,1.0002110596887446,0.7189926378213188,6.863334225444448e-07
720,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.1901089753326537,-55.16028054625,True,1.000058457846204,,2.4836150053464636
721,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7103533798066596,-63.3988061025,True,1.0000104492866264,0.03684250325771399,4.778508298378459e-07
722,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7103533798066596,-63.3825836575,True,1.0001598225929396,0.5675808643325765,3.4353198599622124e-07
723,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7103533798066596,-63.427073025,True,1.000120273831306,0.4158631071711923,4.0655887916742565e-08
724,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7103533798066596,-63.44089062,True,1.0004025097647942,,2.0934957554893123
725,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.004958423191399719,-50.99702092375,True,1.0000090602848308,0.031451534045550886,0.0
726,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.15922603890333997,-53.05347273,True,1.0000053153402333,,2.136719991059578
727,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.15922603890333997,-53.0766360425,True,1.000014512856585,0.050472412941511564,0.0
728,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.22049136343665954,-55.11985492625,True,1.000084940287233,92.28773801188406,1.8565902927350209
729,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6087892944495791,-61.36904262875,True,1.0000319754770988,0.10099519229232322,0.0
730,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.38239178209618574,-57.21245150625,True,1.0000327567058456,0.11135110625009,4.6708253365747423e-07
731,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.38239178209618574,-57.19303402625,True,1.0001439809512667,,2.9602288596734336
732,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9935403717010237,-67.57267398125,True,1.0000829770478463,0.26442739189515013,0.0
733,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.38239178209618574,-57.23018833875,True,1.0004052322197845,1.4429261169505352,1.7248832424653335e-07
734,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9935403717010237,-67.5959333675,True,1.0001838833045598,0.521001003266275,4.175483712277647e-07
735,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.1995554900259442,-55.139437605,True,1.0000161842151303,,3.7292454909340407
736,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6067423879628522,-61.38484041625,True,1.0001794752116444,0.6277253227302545,2.84591215417198e-07
737,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6067423879628522,-61.35796247875,True,1.0001691769166317,0.593899042228338,0.0
738,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9895206912107916,-67.61093191625,True,1.0005388299178133,1.8539674752264375,0.0
739,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9895206912107916,-67.57082175,True,1.0000947594815697,,3.504224471795592
740,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.12034902137452752,-53.07912115,True,1.000035577676491,0.12155131833309342,4.779762459923357e-07
741,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.29753312637203444,-55.116070185,True,1.0000330583364896,0.03197983571920113,0.0
742,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8770717121745142,-65.50542438375,True,1.000443193210177,1.5335286946524946,4.929264444903661e-07
743,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9759606406051774,-67.58514239125,True,1.0002385956927848,0.8045620782387036,2.2767297233375838e-07
744,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.829679280807066,-65.49757962875,True,1.0001734907824327,0.538028281581414,0.0
745,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.1634419938745887,-53.03351450625,True,1.0000083695605106,0.02710537814649686,0.0
746,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.011766449538747614,-50.97332731625,True,1.0000019967109182,0.0059566250554727316,5.437637687197194e-07
747,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.42864786985280245,-57.21938283625,True,1.0002681493583123,0.9249959233975932,0.0
748,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9827452488281222,-67.5730425375,True,1.0005608458931832,1.8478313990424473,2.84591215417198e-07
749,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9827452488281222,-67.57036022125,True,1.00015513855475,0.46660079736426546,1.6262355166697026e-07
750,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9241334621983677,-65.4392987275,True,1.0001107790462624,0.3181194295087525,0.0
751,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9241334621983677,-65.51079677125,True,1.0005767321906052,149.06838402811547,2.9270010746329227
752,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9241334621983677,-65.47919027875,True,1.0001866629134102,0.6550268680682619,2.2384980026640263e-07
753,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8039431631183245,-63.43516677,True,1.0005143237904013,1.8525481192120412,4.541605782410283e-07
754,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6434456290351492,-61.36262103875,True,1.0000718035662406,0.22443368187674548,2.4393532750045543e-07
755,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.11106740098950418,-53.04656759,True,1.0000023975663015,0.006728445309848154,4.929264444903661e-07
756,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8450394559839368,-65.5162381125,True,1.0003112539115118,,1.842453513703459
757,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.686301819390822,-61.35013697625,True,1.0005148531856318,1.8086834660159492,2.515454728595278e-07
758,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8450394559839368,-65.55634286875,True,1.0000720262899072,,2.1229523954187344
759,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8450394559839368,-65.55565082625,True,1.0002870006156872,,8.154211660674676
760,Ma7Ea1-Pb8I24,2x2x2,Ma,Ea,7,1,8,0.09700947469893473,-53.06716938375,True,1.0000398677222908,,2.133182246584227
761,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.4400203974807334,-59.28531581625,True,1.0000813908273851,0.2890739736458481,0.0
762,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.900469729267291,-65.47482706625,True,1.0001011182674862,0.3449760012874058,0.0
763,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.900469729267291,-65.51649053625,True,1.0004568221071433,,3.6674438804624545
764,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6616581654054284,-61.34777147375,True,1.0002774548034161,,2.4608926446975654
765,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.02530565426229059,-50.99533707625,True,1.0000009060506936,0.0022038831153061503,2.84591215417198e-07
766,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7542480481431044,-63.4124963675,True,1.0001713852680374,147.8512262079871,2.9599035356914465
767,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7542480481431044,-63.448873765,True,1.0001281805032667,0.31933418061433416,2.1344341156289847e-07
768,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7542480481431044,-63.44111115875,True,1.0002992842392473,1.076421854270872,2.84591215417198e-07
769,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7542480481431044,-63.4873852,True,1.0012272599636796,4.431950357212845,0.0
770,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.18914802099350714,-55.1348913475,True,1.0001054672922185,0.3410629205291397,2.84591215417198e-07
771,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.5273554970221531,-59.32792934375,True,1.0003993261216322,1.4095644954247821,4.0247275657524445e-07
772,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9513911159574006,-67.58646549875,True,1.000054591286428,0.10729310495018661,5.136125394146787e-07
773,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9513911159574006,-67.58320723875,True,1.0001404314164348,0.44926939057728976,4.929264444903661e-07
774,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9513911159574006,-67.61230492625,True,1.0010306944043539,3.6357476290357265,0.0
775,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.012201552233941704,-51.00287044125,True,1.0000026245064804,0.009174927151859275,2.84591215417198e-07
776,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.012201552233941704,-50.99635057,True,1.000003054426137,,1.8711995840222901
777,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.012201552233941704,-50.98967975375,True,1.0000019638612614,0.006805958950667634,3.8773756393048867e-07
778,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.4150270459957234,-57.22167457875,True,1.0000493000923805,0.15641609747879226,2.874805404108889e-07
779,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9601074626753037,-67.57105130125,True,1.000119225219373,,2.1205426582968165
780,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.05702436415332157,-51.0046154225,True,1.0000141161597411,0.050269553561726535,0.0
781,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.29753312637203444,-55.1224104575,True,1.0000400584395268,0.13221731957741303,3.6879231624437403e-07
782,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9190826276483013,-65.506728875,True,1.0006309178618942,,6.258188747798557
783,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9190826276483013,-65.51118469625,True,1.0003029970141124,,2.094207513821685
784,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9190826276483013,-65.5087247125,True,1.0006904426680832,2.387439814578775,4.0247275657524445e-07
785,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.002489607451693243,-50.9905412225,True,1.0000023839363226,,6.416267367264538
786,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.002489607451693243,-50.9909339675,True,1.0000022873643823,0.0075694030284483745,3.7300237128573284e-07
787,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.995896595165414,-67.54476262625,True,1.0001329588226113,0.43978335051311357,2.84591215417198e-07
788,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.995896595165414,-67.53859212125,True,1.0002263641041707,0.6826031942331902,4.778508298378459e-07
789,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.995896595165414,-67.56279722625,True,1.0012451371484026,4.292942973434832,5.437637687197194e-07
790,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8525318953081308,-65.508039405,True,1.0003435926959885,1.1755000088646632,4.0247275657524445e-07
791,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8525318953081308,-65.49568479375,True,1.0001105718672276,0.37778897650421533,2.84591215417198e-07
792,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8525318953081308,-65.4796476075,True,1.0005339907243664,1.8534861532051055,2.6831517105016295e-07
793,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9740793572705849,-67.53800446625,True,1.0002317135074454,0.6476574974675366,1.8972747694479865e-07
794,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8525318953081308,-65.47958965625,True,1.000058705687203,,1.8538798208217941
795,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7869506091710025,-63.36357268375,True,1.0000381633945024,0.12912889944262052,0.0
796,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7869506091710025,-63.38609319125,True,1.0001156156317068,,2.117682509331936
797,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7869506091710025,-63.41794287375,True,1.000006513359387,0.012126791008273139,4.153947119916904e-07
798,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7869506091710025,-63.49176258875,True,1.0000267532323583,92.09201648967141,1.865712208174008
799,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7869506091710025,-63.39179175,True,1.0001782760754465,0.558739384860027,4.0247275657524445e-07
800,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.5915295966770433,-61.355511265,True,1.000101822047524,,2.475053549387552
801,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.5915295966770433,-61.3522991825,True,1.0002985413689984,1.0743146040146037,2.655272188311905e-07
802,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.5915295966770433,-61.34419064,True,1.0002601490590486,,3.689941899234566
803,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.294182166272845,-55.14668425375,True,1.000031821750659,0.11142657771241506,2.84591215417198e-07
804,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.5915295966770433,-61.355930635,True,1.0000211320455914,,7.46074099093356
805,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.26657448501287173,-55.13184954375,True,1.0000046128994642,0.014811130418127707,0.0
806,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8487475436209515,-65.4978888,True,1.0006145605513432,,2.087334776105128
807,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8487475436209515,-65.47054496375,True,1.0001756964891995,0.5795876784872169,2.84591215417198e-07
808,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8487475436209515,-65.5186024225,True,1.0001117173803165,0.3602636891360266,0.0
809,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8487475436209515,-65.499532425,True,1.0000432805505024,,1.861978109862197
810,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7070072172194191,-63.41209316875,True,1.0000244540778378,0.08060064960075794,0.0
811,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7070072172194191,-63.40749153625,True,1.000208598565246,0.5827060303105182,3.8773756393048867e-07
812,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7070072172194191,-63.46562441625,True,1.00003217202147,0.07429963656177986,5.14713869160089e-07
813,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7070072172194191,-63.42542692125,True,1.0000100725583358,0.014398366575890916,1.8972747694479865e-07
814,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.7070072172194191,-63.436964865,True,1.0000235937415614,0.08315934137285408,2.84591215417198e-07
815,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.059580167107353366,-50.99768639875,True,1.0000047610678093,0.012488253904202024,0.0
816,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.569116443457124,-61.34957562875,True,1.0002663420705142,0.9403180635761863,5.825757313539754e-07
817,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.36180450048728263,-57.2276481975,True,1.0002349330670146,0.8241318229428146,3.9904427491987884e-07
818,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9324419219951795,-65.560851355,True,1.00021383928158,0.7632088348478572,4.0247275657524445e-07
819,Ma3Ea5-Pb8I24,2x2x2,Ma,Ea,3,5,8,0.6855677517992631,-61.3554980525,True,1.000001126975,184.09124829384885,3.747595345186744
820,Ma5Ea3-Pb8I24,2x2x2,Ma,Ea,5,3,8,0.4329465726521501,-57.18380304875,True,1.000093545916398,0.3231808390852957,3.6879231624437403e-07
821,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9428574338575101,-67.57222806875,True,1.0003526029855083,,6.312094646788346
822,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9428574338575101,-67.55895464375,True,1.0005657812692446,1.7921503711197606,2.0327943958371286e-07
823,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9428574338575101,-67.4887788175,True,1.000190315531893,0.6035686246788752,4.929264444903661e-07
824,Ma0Ea8-Pb8I24,2x2x2,Ma,Ea,0,8,8,0.9428574338575101,-67.58280852,True,1.0003370857341771,,3.6850972802556425
825,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.0363010756840606,-50.9962145075,True,1.0000026996291487,,1.8717303240749399
826,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.0363010756840606,-51.00117264875,True,1.0000034256102173,0.012027540664272956,4.929264444903661e-07
827,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9021964705059897,-65.4652267875,True,1.0002098870608094,0.7258487246081105,5.102157283799871e-07
828,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9021964705059897,-65.4463540675,True,1.0002944017245372,,2.1023581320877924
829,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.9021964705059897,-65.526024295,True,1.001083611329595,3.734432444144063,3.7300237128573284e-07
830,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.28921278273967743,-55.12451168375,True,1.0000271372167933,0.07921193561910689,2.84591215417198e-07
831,Ma4Ea4-Pb8I24,2x2x2,Ma,Ea,4,4,8,0.4942769615214675,-59.26648522,True,1.000017408252066,0.05854960221270819,2.84591215417198e-07
832,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8598398444230425,-65.48959951,True,1.0000379903885706,,1.8588958136044502
833,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8598398444230425,-65.511316535,True,1.000823642848061,2.8007125291396515,4.0247275657524445e-07
834,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.6892051103260928,-63.42642277625,True,1.0000134164173244,,7.0491835844703745
835,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8116501691206949,-63.4146225475,True,1.000655517167123,2.2305729816522586,0.0
836,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8116501691206949,-63.3884772425,True,1.000077323155749,0.27072655765015335,1.219676637502277e-07
837,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8116501691206949,-63.407176365,True,1.0000831681767481,0.2615734358645232,2.84591215417198e-07
838,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8116501691206949,-63.378164,True,1.0000077337408024,,3.7365076412345917
839,Ma2Ea6-Pb8I24,2x2x2,Ma,Ea,2,6,8,0.8116501691206949,-63.42800044125,True,1.0001646730703957,0.5804786245341697,2.84591215417198e-07
840,Ma6Ea2-Pb8I24,2x2x2,Ma,Ea,6,2,8,0.24723806118222647,-55.1203691175,True,1.000040747991174,0.14218439843983072,8.131177583348513e-08
841,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8264169752767856,-65.5163867875,True,1.00025485316616,0.9024586510273244,4.1480073358792805e-07
842,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8264169752767856,-65.494684605,True,1.0000553685883142,,5.574805602234182
843,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8264169752767856,-65.50586624,True,1.0004168443740864,,7.370229901306694
844,Ma1Ea7-Pb8I24,2x2x2,Ma,Ea,1,7,8,0.8264169752767856,-65.5569947725,True,1.0001717361851248,,3.699736769408945
845,Ma8Ea0-Pb8I24,2x2x2,Ma,Ea,8,0,8,0.0015555989568153406,-50.9838827125,True,1.0000001522440796,0.0004796472000921018,0.0
